,user_id,time,gender,age_group,spend_amount
6161,1000-0000-7899-FAKE,23/06/2015 21:18,FEMALE,30-34,549
6162,1000-0000-8723-FAKE,23/06/2015 22:47,FEMALE,35-39,299
6163,1000-0000-9790-FAKE,23/06/2015 20:18,FEMALE,18-24,1999
6164,1000-0001-2302-FAKE,23/06/2015 11:48,FEMALE,40-49,99
6165,1000-0001-5952-FAKE,23/06/2015 08:02,FEMALE,25-29,99
6166,1000-0007-4521-FAKE,23/06/2015 17:31,FEMALE,50-64,299
6167,1000-0007-4962-FAKE,23/06/2015 05:31,FEMALE,40-49,99
6168,1000-0008-8442-FAKE,23/06/2015 02:56,FEMALE,35-39,2499
6169,1000-0012-6295-FAKE,23/06/2015 04:02,FEMALE,18-24,399
6170,1000-0015-2365-FAKE,23/06/2015 10:59,FEMALE,25-29,99
6171,1000-0015-4274-FAKE,23/06/2015 16:05,FEMALE,35-39,99
6172,1000-0015-9148-FAKE,23/06/2015 19:45,FEMALE,25-29,99
6173,1000-0016-1811-FAKE,23/06/2015 02:56,FEMALE,30-34,399
6174,1000-0016-3367-FAKE,23/06/2015 20:00,FEMALE,30-34,299
6175,1000-0016-3597-FAKE,23/06/2015 08:00,FEMALE,25-29,99
6176,1000-0017-9137-FAKE,23/06/2015 23:54,FEMALE,50-64,299
6177,1000-0018-4659-FAKE,23/06/2015 08:28,FEMALE,30-34,299
6178,1000-0018-7055-FAKE,23/06/2015 16:07,MALE,25-29,999
6179,1000-0018-8029-FAKE,23/06/2015 12:54,MALE,30-34,99
6180,1000-0019-0559-FAKE,23/06/2015 10:05,MALE,50-64,99
6181,1000-0019-1101-FAKE,23/06/2015 04:17,FEMALE,40-49,549
6182,1000-0019-1220-FAKE,23/06/2015 02:31,MALE,50-64,99
6183,1000-0019-9739-FAKE,23/06/2015 03:37,FEMALE,35-39,99
6184,1000-0020-0732-FAKE,23/06/2015 18:35,FEMALE,40-49,99
6185,1000-0020-1553-FAKE,23/06/2015 00:46,FEMALE,18-24,299
6186,1000-0020-3810-FAKE,23/06/2015 02:56,MALE,25-29,299
6187,1000-0021-2657-FAKE,23/06/2015 11:07,MALE,50-64,299
6188,1000-0000-8723-FAKE,24/06/2015 21:10,FEMALE,35-39,99
6189,1000-0004-1198-FAKE,24/06/2015 07:08,FEMALE,25-29,99
6190,1000-0005-7583-FAKE,24/06/2015 01:05,FEMALE,40-49,549
6191,1000-0008-8442-FAKE,24/06/2015 14:13,FEMALE,35-39,99
6192,1000-0009-9456-FAKE,24/06/2015 08:58,MALE,18-24,299
6193,1000-0010-9579-FAKE,24/06/2015 04:42,MALE,50-64,549
6194,1000-0011-3565-FAKE,24/06/2015 18:59,FEMALE,50-64,299
6195,1000-0013-0718-FAKE,24/06/2015 05:45,FEMALE,40-49,99
6196,1000-0013-6881-FAKE,24/06/2015 15:34,MALE,50-64,99
6197,1000-0014-5014-FAKE,24/06/2015 13:51,MALE,35-39,299
6198,1000-0014-5686-FAKE,24/06/2015 04:19,FEMALE,50-64,549
6199,1000-0015-4015-FAKE,24/06/2015 19:49,FEMALE,30-34,99
6200,1000-0015-5710-FAKE,24/06/2015 03:41,FEMALE,18-24,299
6201,1000-0015-6035-FAKE,24/06/2015 18:09,FEMALE,25-29,549
6202,1000-0016-4239-FAKE,24/06/2015 12:59,FEMALE,18-24,2999
6203,1000-0016-5512-FAKE,24/06/2015 05:23,FEMALE,40-49,99
6204,1000-0018-4873-FAKE,24/06/2015 03:19,FEMALE,18-24,299
6205,1000-0018-6644-FAKE,24/06/2015 05:00,MALE,35-39,299
6206,1000-0019-0980-FAKE,24/06/2015 06:02,MALE,18-24,99
6207,1000-0019-1101-FAKE,24/06/2015 05:10,FEMALE,40-49,99
6208,1000-0020-0732-FAKE,24/06/2015 08:26,FEMALE,40-49,549
6209,1000-0020-3440-FAKE,24/06/2015 05:39,FEMALE,30-34,999
6210,1000-0020-4223-FAKE,24/06/2015 07:59,FEMALE,18-24,299
6211,1000-0021-2175-FAKE,24/06/2015 10:01,FEMALE,40-49,549
6212,1000-0021-2657-FAKE,24/06/2015 13:25,MALE,50-64,999
6213,1000-0022-0528-FAKE,24/06/2015 21:19,MALE,25-29,299
6214,1000-0000-6937-FAKE,25/06/2015 14:28,FEMALE,18-24,99
6215,1000-0002-3993-FAKE,25/06/2015 13:57,FEMALE,50-64,99
6216,1000-0005-7583-FAKE,25/06/2015 06:15,FEMALE,40-49,299
6217,1000-0006-2426-FAKE,25/06/2015 17:44,MALE,40-49,99
6218,1000-0006-6098-FAKE,25/06/2015 17:14,FEMALE,40-49,549
6219,1000-0007-0449-FAKE,25/06/2015 03:10,FEMALE,18-24,549
6220,1000-0009-9456-FAKE,25/06/2015 21:19,MALE,18-24,549
6221,1000-0010-4632-FAKE,25/06/2015 05:30,FEMALE,30-34,99
6222,1000-0010-6742-FAKE,25/06/2015 14:34,FEMALE,30-34,1999
6223,1000-0010-9579-FAKE,25/06/2015 08:59,MALE,50-64,1999
6224,1000-0011-5037-FAKE,25/06/2015 11:10,FEMALE,30-34,999
6225,1000-0012-2046-FAKE,25/06/2015 02:07,FEMALE,25-29,399
6226,1000-0013-0718-FAKE,25/06/2015 04:03,FEMALE,40-49,99
6227,1000-0015-1418-FAKE,25/06/2015 23:11,MALE,18-24,999
6228,1000-0015-2365-FAKE,25/06/2015 17:02,FEMALE,25-29,399
6229,1000-0015-5710-FAKE,25/06/2015 03:37,FEMALE,18-24,399
6230,1000-0016-3367-FAKE,25/06/2015 04:56,FEMALE,30-34,999
6231,1000-0016-3597-FAKE,25/06/2015 01:41,FEMALE,25-29,99
6232,1000-0016-4117-FAKE,25/06/2015 00:55,FEMALE,18-24,399
6233,1000-0017-4039-FAKE,25/06/2015 18:01,FEMALE,40-49,99
6234,1000-0017-4810-FAKE,25/06/2015 15:01,FEMALE,35-39,99
6235,1000-0017-6218-FAKE,25/06/2015 03:12,FEMALE,50-64,99
6236,1000-0017-9137-FAKE,25/06/2015 06:17,FEMALE,50-64,299
6237,1000-0017-9999-FAKE,25/06/2015 06:28,FEMALE,18-24,299
6238,1000-0018-1535-FAKE,25/06/2015 18:48,FEMALE,18-24,99
6239,1000-0018-4873-FAKE,25/06/2015 16:50,FEMALE,18-24,999
6240,1000-0018-8029-FAKE,25/06/2015 04:32,MALE,30-34,549
6241,1000-0019-6223-FAKE,25/06/2015 15:27,FEMALE,35-39,99
6242,1000-0019-7385-FAKE,25/06/2015 07:45,FEMALE,50-64,99
6243,1000-0019-9739-FAKE,25/06/2015 14:55,FEMALE,35-39,1499
6244,1000-0020-0732-FAKE,25/06/2015 03:09,FEMALE,40-49,399
6245,1000-0020-3810-FAKE,25/06/2015 22:13,MALE,25-29,99
6246,1000-0020-4529-FAKE,25/06/2015 13:10,MALE,35-39,299
6247,1000-0020-9560-FAKE,25/06/2015 06:14,MALE,25-29,99
6248,1000-0021-2175-FAKE,25/06/2015 18:22,FEMALE,40-49,299
6249,1000-0021-4207-FAKE,25/06/2015 03:09,MALE,35-39,999
6250,1000-0001-2302-FAKE,26/06/2015 04:20,FEMALE,40-49,399
6251,1000-0002-1472-FAKE,26/06/2015 15:42,FEMALE,25-29,99
6252,1000-0005-8418-FAKE,26/06/2015 01:11,FEMALE,18-24,299
6253,1000-0007-0449-FAKE,26/06/2015 08:34,FEMALE,18-24,549
6254,1000-0008-5056-FAKE,26/06/2015 15:54,FEMALE,13-17,1499
6255,1000-0012-1876-FAKE,26/06/2015 06:04,FEMALE,30-34,299
6256,1000-0013-0718-FAKE,26/06/2015 06:11,FEMALE,40-49,399
6257,1000-0014-0624-FAKE,26/06/2015 06:19,FEMALE,18-24,1999
6258,1000-0014-2948-FAKE,26/06/2015 03:00,MALE,25-29,999
6259,1000-0015-4274-FAKE,26/06/2015 16:47,FEMALE,35-39,299
6260,1000-0015-5882-FAKE,26/06/2015 17:18,FEMALE,30-34,999
6261,1000-0016-8594-FAKE,26/06/2015 18:01,FEMALE,40-49,99
6262,1000-0017-2576-FAKE,26/06/2015 13:12,FEMALE,40-49,999
6263,1000-0017-6218-FAKE,26/06/2015 10:51,FEMALE,50-64,299
6264,1000-0017-7330-FAKE,26/06/2015 06:35,FEMALE,40-49,4999
6265,1000-0018-1535-FAKE,26/06/2015 02:17,FEMALE,18-24,549
6266,1000-0018-6331-FAKE,26/06/2015 15:08,MALE,13-17,299
6267,1000-0019-1058-FAKE,26/06/2015 00:08,FEMALE,40-49,399
6268,1000-0019-2737-FAKE,26/06/2015 07:01,FEMALE,40-49,99
6269,1000-0019-9214-FAKE,26/06/2015 10:19,FEMALE,13-17,99
6270,1000-0020-0732-FAKE,26/06/2015 01:12,FEMALE,40-49,299
6271,1000-0020-3810-FAKE,26/06/2015 02:41,MALE,25-29,1999
6272,1000-0021-0086-FAKE,26/06/2015 06:08,FEMALE,50-64,99
6273,1000-0021-1142-FAKE,26/06/2015 22:13,MALE,13-17,299
6274,1000-0021-1550-FAKE,26/06/2015 13:03,FEMALE,35-39,299
6275,1000-0021-3319-FAKE,26/06/2015 03:11,MALE,30-34,299
6276,1000-0021-3429-FAKE,26/06/2015 02:34,FEMALE,18-24,99
6277,1000-0021-6643-FAKE,26/06/2015 13:10,FEMALE,25-29,299
6278,1000-0022-2182-FAKE,26/06/2015 22:14,FEMALE,50-64,2999
6279,1000-0000-3626-FAKE,27/06/2015 13:38,FEMALE,18-24,99
6280,1000-0000-8723-FAKE,27/06/2015 04:48,FEMALE,35-39,999
6281,1000-0001-3271-FAKE,27/06/2015 18:20,FEMALE,25-29,299
6282,1000-0002-1472-FAKE,27/06/2015 17:18,FEMALE,25-29,999
6283,1000-0002-3993-FAKE,27/06/2015 13:18,FEMALE,50-64,299
6284,1000-0006-8616-FAKE,27/06/2015 17:00,FEMALE,18-24,299
6285,1000-0006-8791-FAKE,27/06/2015 15:44,FEMALE,35-39,299
6286,1000-0008-8442-FAKE,27/06/2015 02:31,FEMALE,35-39,299
6287,1000-0009-9456-FAKE,27/06/2015 07:21,MALE,18-24,549
6288,1000-0010-4632-FAKE,27/06/2015 15:02,FEMALE,30-34,99
6289,1000-0010-7030-FAKE,27/06/2015 22:19,FEMALE,50-64,99
6290,1000-0011-5037-FAKE,27/06/2015 10:01,FEMALE,30-34,549
6291,1000-0011-6670-FAKE,27/06/2015 07:09,FEMALE,13-17,99
6292,1000-0013-1478-FAKE,27/06/2015 17:02,FEMALE,25-29,999
6293,1000-0015-5882-FAKE,27/06/2015 19:07,FEMALE,30-34,2499
6294,1000-0015-7586-FAKE,27/06/2015 07:27,FEMALE,50-64,99
6295,1000-0016-4117-FAKE,27/06/2015 17:04,FEMALE,18-24,99
6296,1000-0016-4239-FAKE,27/06/2015 02:33,FEMALE,18-24,399
6297,1000-0016-5512-FAKE,27/06/2015 03:04,FEMALE,40-49,99
6298,1000-0017-0352-FAKE,27/06/2015 23:46,FEMALE,35-39,1499
6299,1000-0017-4810-FAKE,27/06/2015 05:46,FEMALE,35-39,2999
6300,1000-0017-9137-FAKE,27/06/2015 07:52,FEMALE,50-64,299
6301,1000-0018-3865-FAKE,27/06/2015 04:37,FEMALE,35-39,999
6302,1000-0018-4873-FAKE,27/06/2015 01:05,FEMALE,18-24,299
6303,1000-0018-6331-FAKE,27/06/2015 12:01,MALE,13-17,99
6304,1000-0019-0980-FAKE,27/06/2015 23:50,MALE,18-24,999
6305,1000-0019-2737-FAKE,27/06/2015 14:33,FEMALE,40-49,999
6306,1000-0019-6223-FAKE,27/06/2015 23:17,FEMALE,35-39,299
6307,1000-0019-8706-FAKE,27/06/2015 10:18,FEMALE,40-49,299
6308,1000-0020-4223-FAKE,27/06/2015 13:16,FEMALE,18-24,99
6309,1000-0020-8270-FAKE,27/06/2015 01:35,FEMALE,50-64,299
6310,1000-0021-4207-FAKE,27/06/2015 08:58,MALE,35-39,99
6311,1000-0022-2042-FAKE,27/06/2015 03:21,FEMALE,18-24,99
6312,1000-0022-2658-FAKE,27/06/2015 14:27,MALE,18-24,99
6313,1000-0022-2938-FAKE,27/06/2015 19:50,MALE,18-24,99
6314,1000-0000-2792-FAKE,28/06/2015 12:06,FEMALE,35-39,999
6315,1000-0001-2302-FAKE,28/06/2015 07:18,FEMALE,40-49,299
6316,1000-0001-3421-FAKE,28/06/2015 02:19,MALE,35-39,99
6317,1000-0006-2332-FAKE,28/06/2015 19:15,FEMALE,25-29,999
6318,1000-0006-8616-FAKE,28/06/2015 15:47,FEMALE,18-24,99
6319,1000-0007-4723-FAKE,28/06/2015 02:43,FEMALE,40-49,99
6320,1000-0007-6794-FAKE,28/06/2015 05:32,FEMALE,35-39,299
6321,1000-0008-4824-FAKE,28/06/2015 18:02,FEMALE,13-17,299
6322,1000-0008-5056-FAKE,28/06/2015 04:06,FEMALE,13-17,99
6323,1000-0010-4632-FAKE,28/06/2015 03:58,FEMALE,30-34,99
6324,1000-0012-6295-FAKE,28/06/2015 20:44,FEMALE,18-24,399
6325,1000-0016-4239-FAKE,28/06/2015 22:28,FEMALE,18-24,399
6326,1000-0016-8594-FAKE,28/06/2015 17:33,FEMALE,40-49,299
6327,1000-0017-4039-FAKE,28/06/2015 20:43,FEMALE,40-49,99
6328,1000-0017-4958-FAKE,28/06/2015 02:11,FEMALE,40-49,999
6329,1000-0017-6218-FAKE,28/06/2015 15:08,FEMALE,50-64,99
6330,1000-0018-1535-FAKE,28/06/2015 07:40,FEMALE,18-24,299
6331,1000-0018-4659-FAKE,28/06/2015 11:35,FEMALE,30-34,999
6332,1000-0019-2737-FAKE,28/06/2015 09:15,FEMALE,40-49,549
6333,1000-0019-8706-FAKE,28/06/2015 21:54,FEMALE,40-49,99
6334,1000-0020-0668-FAKE,28/06/2015 07:47,FEMALE,30-34,299
6335,1000-0020-1553-FAKE,28/06/2015 09:54,FEMALE,18-24,399
6336,1000-0020-3440-FAKE,28/06/2015 01:02,FEMALE,30-34,99
6337,1000-0021-2657-FAKE,28/06/2015 09:07,MALE,50-64,2499
6338,1000-0021-3429-FAKE,28/06/2015 04:35,FEMALE,18-24,99
6339,1000-0022-2182-FAKE,28/06/2015 05:57,FEMALE,50-64,99
6340,1000-0022-2658-FAKE,28/06/2015 03:53,MALE,18-24,299
6341,1000-0000-2792-FAKE,29/06/2015 06:56,FEMALE,35-39,999
6342,1000-0001-5952-FAKE,29/06/2015 05:40,FEMALE,25-29,99
6343,1000-0004-0149-FAKE,29/06/2015 02:11,FEMALE,40-49,99
6344,1000-0005-4224-FAKE,29/06/2015 06:14,FEMALE,18-24,99
6345,1000-0006-8791-FAKE,29/06/2015 22:43,FEMALE,35-39,99
6346,1000-0007-4962-FAKE,29/06/2015 05:32,FEMALE,40-49,99
6347,1000-0008-4824-FAKE,29/06/2015 22:10,FEMALE,13-17,99
6348,1000-0010-0961-FAKE,29/06/2015 06:36,FEMALE,30-34,299
6349,1000-0010-4937-FAKE,29/06/2015 07:04,MALE,25-29,99
6350,1000-0010-6426-FAKE,29/06/2015 03:00,FEMALE,50-64,399
6351,1000-0010-6742-FAKE,29/06/2015 04:10,FEMALE,30-34,99
6352,1000-0011-1851-FAKE,29/06/2015 12:42,FEMALE,35-39,99
6353,1000-0011-3565-FAKE,29/06/2015 13:24,FEMALE,50-64,1499
6354,1000-0011-4645-FAKE,29/06/2015 04:43,MALE,40-49,2499
6355,1000-0011-5037-FAKE,29/06/2015 11:56,FEMALE,30-34,99
6356,1000-0012-1876-FAKE,29/06/2015 20:08,FEMALE,30-34,1999
6357,1000-0016-4239-FAKE,29/06/2015 03:12,FEMALE,18-24,549
6358,1000-0017-2121-FAKE,29/06/2015 03:04,FEMALE,40-49,1999
6359,1000-0017-4958-FAKE,29/06/2015 11:02,FEMALE,40-49,299
6360,1000-0017-5191-FAKE,29/06/2015 14:37,FEMALE,40-49,549
6361,1000-0017-8418-FAKE,29/06/2015 15:09,FEMALE,18-24,99
6362,1000-0017-9137-FAKE,29/06/2015 23:51,FEMALE,50-64,399
6363,1000-0018-1068-FAKE,29/06/2015 23:58,FEMALE,50-64,99
6364,1000-0018-3865-FAKE,29/06/2015 07:32,FEMALE,35-39,999
6365,1000-0018-4659-FAKE,29/06/2015 13:46,FEMALE,30-34,99
6366,1000-0020-7220-FAKE,29/06/2015 03:38,FEMALE,18-24,99
6367,1000-0020-8270-FAKE,29/06/2015 11:52,FEMALE,50-64,999
6368,1000-0021-0086-FAKE,29/06/2015 01:31,FEMALE,50-64,99
6369,1000-0021-1142-FAKE,29/06/2015 23:00,MALE,13-17,299
6370,1000-0021-2175-FAKE,29/06/2015 13:16,FEMALE,40-49,299
6371,1000-0021-4992-FAKE,29/06/2015 21:06,MALE,25-29,299
6372,1000-0021-5423-FAKE,29/06/2015 18:41,FEMALE,30-34,99
6373,1000-0000-3626-FAKE,30/06/2015 07:51,FEMALE,18-24,1499
6374,1000-0004-1198-FAKE,30/06/2015 04:54,FEMALE,25-29,299
6375,1000-0004-2406-FAKE,30/06/2015 09:03,FEMALE,35-39,299
6376,1000-0005-4224-FAKE,30/06/2015 03:34,FEMALE,18-24,99
6377,1000-0005-6813-FAKE,30/06/2015 12:43,FEMALE,40-49,999
6378,1000-0005-8418-FAKE,30/06/2015 07:35,FEMALE,18-24,99
6379,1000-0006-2332-FAKE,30/06/2015 04:52,FEMALE,25-29,99
6380,1000-0006-9649-FAKE,30/06/2015 15:46,FEMALE,50-64,4999
6381,1000-0010-5283-FAKE,30/06/2015 21:36,FEMALE,18-24,99
6382,1000-0010-7030-FAKE,30/06/2015 07:31,FEMALE,50-64,999
6383,1000-0011-4645-FAKE,30/06/2015 03:46,MALE,40-49,549
6384,1000-0012-1876-FAKE,30/06/2015 08:52,FEMALE,30-34,99
6385,1000-0014-5014-FAKE,30/06/2015 14:37,MALE,35-39,299
6386,1000-0015-4015-FAKE,30/06/2015 03:47,FEMALE,30-34,99
6387,1000-0015-7586-FAKE,30/06/2015 22:35,FEMALE,50-64,399
6388,1000-0017-0352-FAKE,30/06/2015 05:12,FEMALE,35-39,99
6389,1000-0017-4039-FAKE,30/06/2015 14:13,FEMALE,40-49,99
6390,1000-0017-4649-FAKE,30/06/2015 01:01,MALE,25-29,1999
6391,1000-0017-4649-FAKE,30/06/2015 10:08,MALE,25-29,299
6392,1000-0017-4810-FAKE,30/06/2015 06:22,FEMALE,35-39,549
6393,1000-0017-5191-FAKE,30/06/2015 20:59,FEMALE,40-49,99
6394,1000-0018-1035-FAKE,30/06/2015 07:39,MALE,13-17,2499
6395,1000-0019-7385-FAKE,30/06/2015 02:50,FEMALE,50-64,299
6396,1000-0019-9214-FAKE,30/06/2015 16:11,FEMALE,13-17,99
6397,1000-0019-9739-FAKE,30/06/2015 16:07,FEMALE,35-39,99
6398,1000-0021-1550-FAKE,30/06/2015 14:05,FEMALE,35-39,99
6399,1000-0021-6438-FAKE,30/06/2015 12:00,MALE,35-39,99
6400,1000-0021-6676-FAKE,30/06/2015 19:05,FEMALE,50-64,399
6401,1000-0021-9518-FAKE,30/06/2015 10:28,FEMALE,25-29,399
6402,1000-0022-2441-FAKE,30/06/2015 19:57,FEMALE,18-24,99
6403,1000-0000-2792-FAKE,02/07/2015 22:21,FEMALE,35-39,299
6404,1000-0000-6549-FAKE,02/07/2015 12:54,FEMALE,25-29,1999
6405,1000-0001-0822-FAKE,02/07/2015 09:23,FEMALE,50-64,99
6406,1000-0001-3030-FAKE,02/07/2015 12:58,FEMALE,13-17,4999
6407,1000-0002-9201-FAKE,02/07/2015 20:05,FEMALE,18-24,399
6408,1000-0005-7583-FAKE,02/07/2015 17:12,FEMALE,40-49,399
6409,1000-0007-4962-FAKE,02/07/2015 23:30,FEMALE,40-49,999
6410,1000-0008-1387-FAKE,02/07/2015 12:33,FEMALE,35-39,299
6411,1000-0008-1800-FAKE,02/07/2015 10:37,FEMALE,18-24,99
6412,1000-0009-0310-FAKE,02/07/2015 13:49,FEMALE,18-24,99
6413,1000-0009-2252-FAKE,02/07/2015 09:22,FEMALE,18-24,999
6414,1000-0009-9456-FAKE,02/07/2015 09:35,MALE,18-24,99
6415,1000-0010-5283-FAKE,02/07/2015 12:23,FEMALE,18-24,299
6416,1000-0010-5659-FAKE,02/07/2015 09:23,FEMALE,50-64,1499
6417,1000-0011-1488-FAKE,02/07/2015 09:02,FEMALE,25-29,299
6418,1000-0012-0880-FAKE,02/07/2015 23:10,FEMALE,18-24,299
6419,1000-0012-6295-FAKE,02/07/2015 21:27,FEMALE,18-24,399
6420,1000-0013-5937-FAKE,02/07/2015 15:48,UNKNOWN,UNKNOWN,299
6421,1000-0014-8497-FAKE,02/07/2015 08:32,FEMALE,25-29,99
6422,1000-0015-5710-FAKE,02/07/2015 08:23,FEMALE,18-24,399
6423,1000-0016-9047-FAKE,02/07/2015 12:45,MALE,50-64,99
6424,1000-0017-0430-FAKE,02/07/2015 08:57,FEMALE,25-29,299
6425,1000-0017-4810-FAKE,02/07/2015 10:02,FEMALE,35-39,999
6426,1000-0017-5191-FAKE,02/07/2015 09:56,FEMALE,40-49,999
6427,1000-0018-4659-FAKE,02/07/2015 21:40,FEMALE,30-34,399
6428,1000-0018-5436-FAKE,02/07/2015 15:18,FEMALE,18-24,99
6429,1000-0018-7783-FAKE,02/07/2015 15:09,FEMALE,35-39,999
6430,1000-0019-0980-FAKE,02/07/2015 11:45,MALE,18-24,299
6431,1000-0019-2737-FAKE,02/07/2015 08:52,FEMALE,40-49,99
6432,1000-0019-3829-FAKE,02/07/2015 12:58,FEMALE,25-29,99
6433,1000-0020-1706-FAKE,02/07/2015 17:56,FEMALE,30-34,299
6434,1000-0020-3440-FAKE,02/07/2015 11:13,FEMALE,30-34,299
6435,1000-0021-6962-FAKE,02/07/2015 21:16,FEMALE,25-29,99
6436,1000-0000-6549-FAKE,03/07/2015 08:55,FEMALE,25-29,99
6437,1000-0001-0966-FAKE,03/07/2015 04:34,FEMALE,18-24,99
6438,1000-0001-2486-FAKE,03/07/2015 02:16,FEMALE,50-64,99
6439,1000-0002-0543-FAKE,03/07/2015 06:12,FEMALE,40-49,399
6440,1000-0002-1472-FAKE,03/07/2015 01:52,FEMALE,25-29,549
6441,1000-0002-3993-FAKE,03/07/2015 13:17,FEMALE,50-64,1999
6442,1000-0002-9201-FAKE,03/07/2015 02:16,FEMALE,18-24,999
6443,1000-0004-1198-FAKE,03/07/2015 07:53,FEMALE,25-29,99
6444,1000-0004-1201-FAKE,03/07/2015 06:51,FEMALE,35-39,99
6445,1000-0005-4224-FAKE,03/07/2015 03:33,FEMALE,18-24,299
6446,1000-0006-2426-FAKE,03/07/2015 13:16,MALE,40-49,549
6447,1000-0006-8791-FAKE,03/07/2015 11:29,FEMALE,35-39,99
6448,1000-0007-4723-FAKE,03/07/2015 09:45,FEMALE,40-49,99
6449,1000-0008-4824-FAKE,03/07/2015 01:48,FEMALE,13-17,99
6450,1000-0008-5359-FAKE,03/07/2015 15:26,FEMALE,18-24,99
6451,1000-0009-5098-FAKE,03/07/2015 07:02,FEMALE,18-24,99
6452,1000-0010-5283-FAKE,03/07/2015 00:34,FEMALE,18-24,999
6453,1000-0011-5037-FAKE,03/07/2015 12:58,FEMALE,30-34,399
6454,1000-0011-6716-FAKE,03/07/2015 12:54,FEMALE,18-24,99
6455,1000-0011-9443-FAKE,03/07/2015 04:14,FEMALE,40-49,299
6456,1000-0012-1876-FAKE,03/07/2015 12:00,FEMALE,30-34,549
6457,1000-0012-2046-FAKE,03/07/2015 17:52,FEMALE,25-29,299
6458,1000-0013-1402-FAKE,03/07/2015 17:04,FEMALE,40-49,299
6459,1000-0014-7675-FAKE,03/07/2015 02:02,FEMALE,30-34,99
6460,1000-0014-8497-FAKE,03/07/2015 03:00,FEMALE,25-29,99
6461,1000-0014-9995-FAKE,03/07/2015 03:10,FEMALE,35-39,99
6462,1000-0015-3958-FAKE,03/07/2015 12:32,FEMALE,30-34,99
6463,1000-0015-4274-FAKE,03/07/2015 08:38,FEMALE,35-39,399
6464,1000-0015-5710-FAKE,03/07/2015 02:31,FEMALE,18-24,99
6465,1000-0015-7784-FAKE,03/07/2015 02:57,FEMALE,40-49,999
6466,1000-0015-8501-FAKE,03/07/2015 22:00,FEMALE,18-24,99
6467,1000-0016-0805-FAKE,03/07/2015 16:31,FEMALE,50-64,299
6468,1000-0016-1620-FAKE,03/07/2015 12:13,FEMALE,18-24,549
6469,1000-0016-3597-FAKE,03/07/2015 01:53,FEMALE,25-29,99
6470,1000-0016-7209-FAKE,03/07/2015 19:55,FEMALE,18-24,99
6471,1000-0016-9677-FAKE,03/07/2015 22:39,FEMALE,13-17,999
6472,1000-0017-0352-FAKE,03/07/2015 17:25,FEMALE,35-39,299
6473,1000-0017-4958-FAKE,03/07/2015 04:07,FEMALE,40-49,99
6474,1000-0017-8418-FAKE,03/07/2015 22:10,FEMALE,18-24,99
6475,1000-0018-0619-FAKE,03/07/2015 05:43,MALE,13-17,99
6476,1000-0018-1068-FAKE,03/07/2015 12:06,FEMALE,50-64,299
6477,1000-0018-3865-FAKE,03/07/2015 17:33,FEMALE,35-39,99
6478,1000-0018-4297-FAKE,03/07/2015 19:43,FEMALE,40-49,999
6479,1000-0018-4659-FAKE,03/07/2015 13:28,FEMALE,30-34,299
6480,1000-0018-5214-FAKE,03/07/2015 07:16,FEMALE,35-39,99
6481,1000-0018-7656-FAKE,03/07/2015 09:07,MALE,40-49,99
6482,1000-0019-2404-FAKE,03/07/2015 18:20,FEMALE,35-39,1499
6483,1000-0019-3829-FAKE,03/07/2015 15:11,FEMALE,25-29,2499
6484,1000-0019-7099-FAKE,03/07/2015 21:11,FEMALE,40-49,999
6485,1000-0019-8412-FAKE,03/07/2015 21:56,FEMALE,18-24,999
6486,1000-0020-3490-FAKE,03/07/2015 04:27,FEMALE,13-17,299
6487,1000-0020-8555-FAKE,03/07/2015 20:50,FEMALE,18-24,99
6488,1000-0020-9181-FAKE,03/07/2015 23:53,FEMALE,18-24,1999
6489,1000-0021-1794-FAKE,03/07/2015 13:28,FEMALE,25-29,299
6490,1000-0021-2115-FAKE,03/07/2015 05:36,MALE,40-49,299
6491,1000-0021-5630-FAKE,03/07/2015 12:34,MALE,50-64,299
6492,1000-0022-5862-FAKE,03/07/2015 10:59,FEMALE,25-29,299
6493,1000-0000-5349-FAKE,04/07/2015 08:24,FEMALE,40-49,2499
6494,1000-0001-0033-FAKE,04/07/2015 03:18,FEMALE,13-17,99
6495,1000-0001-2486-FAKE,04/07/2015 19:31,FEMALE,50-64,1499
6496,1000-0001-3030-FAKE,04/07/2015 11:25,FEMALE,13-17,99
6497,1000-0001-5952-FAKE,04/07/2015 17:13,FEMALE,25-29,999
6498,1000-0002-7040-FAKE,04/07/2015 23:31,FEMALE,13-17,99
6499,1000-0005-6490-FAKE,04/07/2015 14:36,FEMALE,30-34,1499
6500,1000-0006-2426-FAKE,04/07/2015 06:27,MALE,40-49,99
6501,1000-0009-2252-FAKE,04/07/2015 04:41,FEMALE,18-24,99
6502,1000-0009-4302-FAKE,04/07/2015 00:50,FEMALE,40-49,99
6503,1000-0010-0961-FAKE,04/07/2015 13:15,FEMALE,30-34,299
6504,1000-0010-7390-FAKE,04/07/2015 15:17,FEMALE,25-29,99
6505,1000-0010-9579-FAKE,04/07/2015 01:55,MALE,50-64,299
6506,1000-0011-0670-FAKE,04/07/2015 23:55,FEMALE,40-49,549
6507,1000-0011-1851-FAKE,04/07/2015 08:19,FEMALE,35-39,99
6508,1000-0011-7222-FAKE,04/07/2015 10:41,FEMALE,50-64,99
6509,1000-0012-7442-FAKE,04/07/2015 05:09,FEMALE,40-49,99
6510,1000-0012-9213-FAKE,04/07/2015 20:59,FEMALE,25-29,999
6511,1000-0012-9388-FAKE,04/07/2015 07:55,FEMALE,18-24,4999
